SKU,Product,Supplier,Supplier SKU,Supplier Product Name,Latest Price,Fixed Price
R242/N/1ABWR21/ID,Serial Label Plate (A) ABWMR21 (With Hole),AG Holding,AQA1016,Serial Label A - 690 p/sheet,0.9000,0.9000
R243/N/1AB12/ID,Serial Label Plate (B) AB12 (No Hole),AG Holding,AQA1017,Serial Label B - 690 p/sheet,0.7500,0.7500
R244/N/1AB12/FL,Sump Mesh Profile - (Front Pod Wire Mesh),AG Holding,AQA1015,"Sump Mesh Profile, (3.1mm Art x 1.2mm Dia) - 819 p/sheet",1.6000,1.6000
R245/N/FX,Sump Mesh Dress Ring - Black Gloss Plastic IM,Von Pace Group Pty Ltd,R245/N/FX,Sump Mesh Dress Ring,1.3100,1.3000
R246/N/FX,Sump Mesh Underplate Disc - Black Plastic IM,Von Pace Group Pty Ltd,R246/N/FX,Sump Mesh Underplate Disc,1.1000,1.1000
R247/N/FX,Fountain Tray Sump - Black Plastic IM,Von Pace Group Pty Ltd,R247/N/FX,Fountain Tray Sump,1.2300,1.2300
R248/N/FX,Funnel Fitting - Black Plastic IM,Von Pace Group Pty Ltd,R248/N/FX,Funnel Fitting,1.2200,1.2200
R249/N/FL,40mm PVC 40 degree elbow Female to Male,Tradelink Pty Ltd,10197,,2.2600,1.8400
R25/N/20PF0/FL,Filter Head,BWT Australia,QCH43MHY - Filter Head,,9.7200,9.0000
R250/N/1AB12/PT,Delivery Box Carton for ABWR21 330W x 620D x 240H mm,Imperial Cartons,,ABWR21 330W x 620D x 240H mm,1.8500,1.8500
R251/W/AC,S/S - Universal Tap Body,BERKELEY ENGINEERING GROUP PTY LTD,,,36.2000,36.2000
R252/W/FL,"Stainless Steel Service Valve 3/8"" Male Female WM API1598, EN12266",SP Valves,SP2PBSPW 316 3/8,316 BSP 2 piece ball valves,8.1470,8.1470
R253/W/FL,316 Stainless Steel Hex Nipple Male / Male,SP Valves,BSP H/N 3/3,316 BSP HEX REDUCING NIPPLE CL150¬¨‚Ä†,1.0430,1.0430
R254/N/FX,1.2mm Wire Swages / Crimps,Low Cost Wire,1231-5983,1.2mm Swages Nickel Coated Copper Hourglass,0.0285,0.2852
R255/N/1AB12/FL,1/2" to 1/4" BSP Reducing Nipple - 316 S/S,SP Valves,NPTR/N1/2-1/4,1/2" BSP R/NIPPLE- 1/4" NPT R/NIPPLE  316 S/S,2.1800,2.1800
R256/N/FX,M4 x 10mm Countersunk Head Phillips 304 S/S,Micro Fasteners Pty. Ltd.,X37 0410CP304,M4 x 10mm Csk Hd Phil M/T Gr 304 S/S,0.0593,0.0593
R257/N/FL,Tap adaptor 1/4" tube OD x 3/4" BSP thread,Reliance Worldwide Corporation Pty. Ltd.,CI320816S,1/4" tube OD x 3/4" BSP thread,2.5600,2.5600
R258/W/FL,BWT ULTRO Filter Cartridge Carbon FIBRON 5 + AS 3497 - 2021 WM 022099,BWT Australia,QX1524,,43.0000,37.0000
R259/W/FL,BWT ULTRO Filter Cartridge Carbon FIBRON & SCALE 5 + AS 3497 - 2021 WM 022099,BWT Australia,QX1524P,,39.0000,39.0000
R26/N/20PF0/FX,Screw Phil Pan Self Tap (304) 10g x 3/4",Micro Fasteners Pty. Ltd.,X40 1020304,,0.0540,0.0500
R260/N/FX,BWT ULTRO Filter Head No Bkt W+M,BWT Australia,QXH53MCR,,25.0700,23.0000
R261/N/FL,Tap adaptor 3/4" tube OD x 3/4" BSP thread,Reliance Worldwide Corporation Pty. Ltd.,PI451213S,3/4" tube OD x 3/4" BSP thread,3.9200,2.5600
R262/N/FL,Vertical Snake-Trap with Overflow PVC 40mm,Tradelink Pty Ltd,15290565,,15.9500,8.8000
R263/N/19PDGB/FX,Nut M8 Stainless Steel (304) for Dog Bowl,Micro Fasteners Pty. Ltd.,X51 08304,M8 Nylon Insert Lock Nut Gr 304 S/S,0.1281,0.2700
R264/N/FX,Filter Bracket (Aussie Filter),AG Holding,AQA1032,Filter Bracket V04,3.1500,3.1500
R265/W/FL,1/4" Union Coupling PI0408S,John Guest Pacific Ltd - RWC,-,,1.9200,1.7200
R265/W/FL,1/4" Union Coupling PI0408S,Reliance Worldwide Corporation Pty. Ltd.,,,1.9200,1.9200
R266/N/1AB12/FX,3.2 x 9.6mm Open Stainless Steel Blind Rivets,Micro Fasteners Pty. Ltd.,R00 404STST,3.2 x 9.6mm Open Stainless Steel Blind Rivets,0.1151,0.0000
R266/N/FX,M4x10mm CSK Phillips Head S/S 304,Micro Fasteners Pty. Ltd.,X37 0410CP304,M4 x 10mm Csk Hd Phil M/T Gr 304 S/S,0.0593,0.0593
R267/W/FL,Inline Flow Controller 2 litres / minute,Reliance Worldwide Corporation Pty. Ltd.,IL02C.10,,5.8970,5.8970
R268/W/FL,Inline Flow Controller 4 litres / minute,Reliance Worldwide Corporation Pty. Ltd.,IL04C.10,,5.8970,5.8970
R269/N/1ABWDF23/FX,ABWDF23 Wall Drinking Fountain - Wall Bracket 1.2mm S/S,AG Holding,AQA1033,WDF Allsheet 3,86.0000,39.4500
R269/W/FL,316 Stainless Steel Hex Nipple 3/8" BSP tapered Thread Male - 3/8" BSP Tapered Thread Male,SP Valves,BSP H/N 3/8,316 BSP HEX NIPPLE M/M WM,1.2200,0.0000
R27/N/2ABUA13/PT,Delivery Box Carton for Side Pod 355mm x 215mm x 265mm,Abbe Corrugated Pty. Ltd.,149341,ABUAD Side Pod/Bod Bowl Carton 2017,1.4430,2.9000
R270/W/FL,316 Stainless Steel Hex Reducing Bush 1/2" BSP tapered Thread Male - 3/8" CL 150 WM,SP Valves,BSP R/B 1/2-3/8,316 BSP Hex Reducing Bush CL 150 WM,1.3241,0.0000
R271/N/FX,Stainless Steel Plaque Blank,AG Holding,AQA1034,Plaque - 170x170 SS 304 N4 - 0.7mm thick (25 units),6.9000,6.9000
R28/N/2ABUA13/PT,Delivery Box Carton Insert for Side Pod,Abbe Corrugated Pty. Ltd.,149342,ABUAD Side Pod/Bod Bowl Insert 2017,1.8630,1.1370
R29/N/1AB12/FX,Lock Nut DR Brass 25mm WM: AS 3688,Austworld Commodities Pty Ltd,AW5002,LOCK NUT BR 25MM,1.4000,1.3200
R30/N/2ABUA13/FL,Hose Siphon Petrol Transfer 18mm with Anti Static Strip 50m,Hose Factory,HF1802SIP,Siphon Petrol Transfer 18mm Hose with Anti Static Strip,158.4100,138.4100
R31/N/2ABUA13/ID,Printable Card Tighten Bolts Tag 250gsm,FRP Printing PTY LTD,,Tighten Bolts Tag Card 250gsm,0.2885,0.2885
R31/N/2ABUA13/ID,Printable Card Tighten Bolts Tag 250gsm,PMS Lithography,PMSCTBH,Tighten Bolts Tag Card ,0.8220,0.8220
R32/W/20PF0/FL,Stem Elbow 3/8" - 3/8",Reliance Worldwide Corporation Pty. Ltd.,CI221212W,,3.4800,3.4800
R33/N/2ABUA13/FL,Elbow Low Density Male Inlet 19mm X 15mm,Smart Water Corporation Pty Ltd,FLDEM1915,LD ELBOW MI 19MM X 15MM,0.6656,0.5184
R34/N/4ABS14/FL,Waste 40x50mm BRS CP : 71092,Elson Australiasia Pty Ltd,71092,PLUG&WASTE 40x50mm BRS CP W/RUB PLG,9.9300,9.5000
R35/N/4ABS14/PT,Delivery Box Carton for ABS14 1535 x 505 x 330mm,Abbe Corrugated Pty. Ltd.,160485,Aquabubbler Re Fill Station Carton,17.8410,17.8410
R36/N/4ABS14/FX,Base Plate for ABS14,AG Holding,AQA1008-BF/006,Bottle Filler Base Plate,9.9000,10.0000
R36/N/4ABS14/FX,Base Plate for ABS14,Beta Metal Spinning Co. Pty. Ltd.,,,14.9900,0.0000
R37/N/4ABS14/FX,Pop Rivet 4.8mm x 12.7mm,Micro Fasteners Pty. Ltd.,R00 605AS,6-8 Dome Hd Rivet Al/Stl (4.8 x 12.7),0.0351,0.0351
R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,Cost Less Bolts,FHCSM616PTS,6x16mm SS 304 POST TORX FHCS [100,0.4310,0.2650
R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,Micro Fasteners Pty. Ltd.,S19 0616PTSS,,0.3090,0.3090
R39/N/4ABS14/FX,Screw Countersunk Phil (304) M6 x 20,Micro Fasteners Pty. Ltd.,X370620CP304,,0.1200,0.1200
R40/N/17PDGT/FX,Universal Tap Mounting Plate for Dog Bowl Tap,AG Holding,AQA1004,Universal Tap Mounting Plate Dog Bowl V01 - 400 p/sheet,2.3500,1.8500
R41/N/17PDGT/AV,Body Brass of Dog Bowl Tap G352,Bredo Mators Pty. Ltd.,DB 005,,38.8000,38.8000
R42/N/4ABS14/ID,Sign Board Plate Capping Drilled 1115mm,Ullrich Aluminium Pty Ltd,UA8876CLC1.12LKD,SIGN BOARD CAPPING AN 15um MATTE CLEAR DRILLED,15.8900,15.8900
R43/N/4ABS14/FX,Flat Bar Aluminium Anodised Matt Clear 15um 20mm x 3mm x 4 metre Length,Ullrich Aluminium Pty Ltd,Aluminium Flat Bar 20x3mm x 4m,,20.3100,10.8500
R44/W/6AC3/FL,Shut Off Valve 1/4" - 1/4",John Guest Pacific Ltd - RWC,PPSV040808W,,5.0800,5.0800
R44/W/6AC3/FL,Shut Off Valve 1/4" - 1/4",Reliance Worldwide Corporation Pty. Ltd.,PPSV040808W,,5.6500,5.0800
R45/W/6AC3/FL,Tap Adaptor  1/4" x 1/2"BSP,Reliance Worldwide Corporation Pty. Ltd.,CI320814S,,2.1700,2.1700
R46/ PE-15115-0100M-B,"Pipe 15mm LLDPE Tube ‚ÄúBlue""	AB||26",John Guest Pacific Ltd - RWC,JG-PE-15115-0100M-B,15mm LLDPE Tube “Blue",152.3000,152.3000
R46/ PE-15115-0100M-B,"Pipe 15mm LLDPE Tube ‚ÄúBlue""	AB||26",Reliance Worldwide Corporation Pty. Ltd.,PE-15115-0100M-B,15mm LLDPE Tube ‚ÄúBlue",152.3000,152.3000
R46/W/6AC3/FL,Pipe 1/4" LLDPE Tubing - White 500ft,John Guest Pacific Ltd - RWC,PE-08-BI-500F-W,,52.4200,52.4200
R46/W/6AC3/FL,Pipe 1/4" LLDPE Tubing - White 500ft,Reliance Worldwide Corporation Pty. Ltd.,PE-08-BI-500F-W,,52.4200,52.4200
R47/W/6AC3/FL,PLV Plastic 1/4" D 350 kpa,BWT Australia,VAZ350-14,PLV Plastic 1/4" D 350 kpa,19.0000,12.0000
R48/N/30PCWS2/FL,Pipe Insulated ST STD Temp Plain 6ID 9WT 2MTR,Tradelink Pty Ltd,#139841,INSUL Pipe ST STD Temp PLN 6ID 9WT 2MTR,2.4500,1.5100
R49/W/FL,Shut Off Valve 3/8" - 3/8",BWT Australia,PPSV041212W,,5.0300,5.0300
R49/W/FL,Shut Off Valve 3/8" - 3/8",Reliance Worldwide Corporation Pty. Ltd.,PPSV041212W,,5.3500,5.3500
R50/W/FL,Tap Adaptor 3/8" x 1/2" bsp,Reliance Worldwide Corporation Pty. Ltd.,CI321214S,,2.2096,2.1700
R51/W/7AF0/FL,Filter Cartridge Carbon Block & Sediment Filter 10" WM,BWT Australia,MFS33AB F10",,43.5600,37.0000
R52/N/FX,Security Screw Countersunk Post Torx M6 x 20 (304),Micro Fasteners Pty. Ltd.,S19 0620PTSS,M6 x 20 Csk Post Torx Security Screw Gr 304 S/S,0.4174,0.3450
R53/N/FX,M6 S/S 304 Hex Nut,Cost Less Bolts,MN6S,6.0mm SS 304 HEX NUT [100],0.0437,0.0525
R53/N/FX,M6 S/S 304 Hex Nut,Micro Fasteners Pty. Ltd.,X51 06304,,0.0820,0.0820
R54/W/FL,Pipe 3/8" LLDPE Tube - Blue,Reliance Worldwide Corporation Pty. Ltd.,PE-12-EI-0500F-B,,116.6900,104.8000
R55/W/9AFT/FL,Twin Filtration System AB45,BWT Australia,BWT- AB45,,159.0000,159.0000
R56/W/9AFT/FL,Shut Off Valve 3/8" National Pipe Thread (NPT),BWT Australia,PPSV011223W,,6.4700,6.4700
R56/W/9AFT/FL,Shut Off Valve 3/8" National Pipe Thread (NPT),Reliance Worldwide Corporation Pty. Ltd.,PPSV011223W,,5.3500,5.3500
R57/N/17PDGT/FL,End Plug Hex Brass of Dog Bowl Tap 1" C352,Bredo Mators Pty. Ltd.,DB 008,,10.6000,10.6000
R58/N/10ADG/FX,Flanged Back Nut for Dog Bowl 15mm AS 3688,Austworld Commodities Pty Ltd,BNF15,,0.7150,0.7100
R59/W/10ADG/FL,Dog Bowl Nozzle Stainless Steel (303/304),Bredo Mators Pty. Ltd.,DB 010,,29.0000,29.0000
R60/N/10ADG/FX,Roll Spring Pin 12 Stainless Steel (420) 1/8 x 1/2,Austain Fasteners Pty Ltd,RP09,,0.0945,0.0880
R60/N/10ADG/FX,Roll Spring Pin 12 Stainless Steel (420) 1/8 x 1/2,Micro Fasteners Pty. Ltd.,RP09,,0.1495,0.0900
R61/W/FL,Flat Washer Nylon DG M22.44 x 32.44 x 1.6mm,Micro Fasteners,DG M22.44 x 32.44 x 1.6mm,,0.9000,0.9000
R61/W/FL,Flat Washer Nylon DG M22.44 x 32.44 x 1.6mm,Micro Fasteners Pty. Ltd.,,,1.5795,0.9000
R62/N/11AGT/FL,Hose Tap Vandal Proof,Austworld Commodities Pty Ltd,Austworld - TH67F15m,,6.3503,5.7200
R63/W/11AGT/FL,Vandal Proof Garden Tap,Austworld Commodities Pty Ltd,Austworld - TH71F,,1.7097,1.5400
R64/W/FL,Nozzle Insert Stainless Steel (303/304) Drawing No. 09/009,Bell Springs Pty. Ltd.,304 S/Steel Nozzle Inserts 0.4,,1.0000,0.7000
R65/N/TRF65/AV,Raw - Top Tap Body Eco Brass,Bredo Mators Pty. Ltd.,Fountain Body ECO TR09,,37.0998,35.3500
R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,BERKELEY ENGINEERING GROUP PTY LTD,BE-AQB015S DB007,Dog Bowl Tap Push Button,6.9373,8.8500
R66/N/17PDGT/AV,Push Button Stainless Steel of Dog Bowl Tap,Bredo Mators Pty. Ltd.,DB 007,,14.8000,14.8000
R67/N/TRF67/FL,Raw - Exit Nozzle Stainless Steel (303/304) Part No. 09/008,BERKELEY ENGINEERING GROUP PTY LTD,BE-AQB007S,09/008 Nozzle SS304,2.7800,2.3500
R67/N/TRF67/FL,Raw - Exit Nozzle Stainless Steel (303/304) Part No. 09/008,Bredo Mators Pty. Ltd.,EN09,Exit Nozzle Broached S/S Raw,5.9300,5.6500
R68/W/12PTF/FL,Hex Connector Acetyl for Top Fountain 1" - 15mm Thread,Bredo Mators Pty. Ltd.,BCTF (09/005A),,3.8000,3.8000
R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),BERKELEY ENGINEERING GROUP PTY LTD,BE-AQB006S,Valve Spindle Hex SS304,7.9000,7.1000
R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),Bredo Mators Pty. Ltd.,VS09,,11.5500,11.0000
R70/W/12PTF/FL,Acetal Washer 16mm x 25mm x 2mm,Bredo Mators Pty. Ltd.,AW19,,1.2000,1.2000
R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,BSC Motion Technology,OR6x2ASO4020,,0.1800,0.1700
R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,BSC Motion Technology,OR6x2.5ASO4020,,0.2200,0.2100
R73/W/12PTF/AV,O-Ring 8m 8 x 12 x 2 DURO 70 AS 4020,BSC Motion Technology,OR8x2ASO4020,,0.1100,0.1000
R74/W/17PDGT/FL,Red Fibre Washer 15.875mm x 25.4mm x 1.5mm 12,Micro Fasteners Pty. Ltd.,WOO 1625116RF,,0.1836,0.1370
R75/W/AV,Spring Stainless Steel (304),Marsh Springs,FS09,,0.5800,0.5540
R76/N/17PDGT/FX,Screw Countersunk Phil MT Zinc Plated for Dog Bowl  M6 x 16,Micro Fasteners Pty. Ltd.,M370616ZP,M6x16 Csk Phil m/t zp (dog bowl),0.0690,0.0690
R77/N/TRF77/AV,Raw - Press Button Stainless Steel,BERKELEY ENGINEERING GROUP PTY LTD,BE-AQB008S,09/003 B Press Button SS304,11.8000,10.9000
R77/N/TRF77/AV,Raw - Press Button Stainless Steel,Bredo Mators Pty. Ltd.,PBSS09,S/S Push Button Engraved Raw,14.1700,13.5000
R78/W/18PDG/FL,Reducer 5/16" Stem - 1/4" Tube,John Guest Pacific Ltd - RWC,PI061008S,,1.3544,1.3544
R78/W/18PDG/FL,Reducer 5/16" Stem - 1/4" Tube,Reliance Worldwide Corporation Pty. Ltd.,PI061008S,,1.3500,1.3500
R79/N/TRF79/PT,Raw - Polished Stainless Steel Top Tap Shroud,General Laser,TTS S/S19,,3.7000,3.7000
R80/N/TRF80/FL,Raw - Side Tap Body Eco Brass,Bredo Mators Pty. Ltd.,Bottle Filler ECO SF09 09/002,,35.5400,34.8200
R81/W/13PSF/FL,Hex Connector Acetyl for Side Tap 1" - 15mm Thread,Bredo Mators Pty. Ltd.,BC-SF09 09/006A,,3.8000,3.8000
R82/W/FL,Pressure Reducing Valve Lead Free Caleffi Regulator,All Valve Industries Pty. Ltd.,All Valve - 533430H PRV,,33.4600,33.4600
R83/N/FX,Mini Regulator Bracket V08,AG Holding,AQA1006,Mini Regulator Bracket V08 - 224 p/sheet,2.4500,2.4500
R84/N/14PRGI/FX,Nut for Regulator Bracket Internal Hex Std Nut Zinc Plated M6,Micro Fasteners Pty. Ltd.,N01 06ZP,,0.0164,0.0164
R85/N/14PRGI/FX,Screw for Regulator Bracket Internal Pan Head Phil MT Zinc Plated M6 x 20,Micro Fasteners Pty. Ltd.,M30 0620ZP,,0.0790,0.0790
R86/N/FX,M6 Rivnut CSK,Cost Less Bolts,SAM6,6mm FLUSH STEEL POLY NUT [1000],0.0324,0.0324
R86/N/FX,M6 Rivnut CSK,Micro Fasteners Pty. Ltd.,R16 06ZP Nut,,0.1134,0.0990
R87/W/FL,Stem Adaptor 3/8" - 3/8" bsp,Reliance Worldwide Corporation Pty. Ltd.,PI051213S,,1.3300,3.3100
R88/W/9AFT/FL,Reducer 15mm Stem - 3/8" tube,John Guest Pacific Ltd - RWC,NC2164,,2.8664,3.3100
R88/W/9AFT/FL,Reducer 15mm Stem - 3/8" tube,Reliance Worldwide Corporation Pty. Ltd.,NC2164,,0.1000,3.3100
R89/W/14PRGI/FL,Stem Adaptor 15mm x 3/8" BSP,John Guest Pacific Ltd - RWC,JG-PM051513E,,1.4440,0.0000
R89/W/14PRGI/FL,Stem Adaptor 15mm x 3/8" BSP,Reliance Worldwide Corporation Pty. Ltd.,JG-PM051513E,,1.4400,0.0000
R90/N/14PRGI/FL,Valve 15mm Dual Check Stop Valve,John Guest Pacific Ltd - RWC,15DCSV,,20.0300,20.0300
R90/N/14PRGI/FL,Valve 15mm Dual Check Stop Valve,Reliance Worldwide Corporation Pty. Ltd.,15DCSV,,20.0300,20.0300
R91/N/24PSPA/FL,Sink Mesh and Sink Mesh Under Plate for ABUA13,Beta Metal Spinning Co. Pty. Ltd.,WC 004/005,,11.0000,11.0000
R92/N/24PSPA/FL,Elbow FI Low Density 19mm x 15mm,Smart Water Corporation Pty Ltd,Smart Water - FLDEF1915,,1.9904,1.3700
R93/N/24PSPA/FX,Screw Poly Hex Nipple 15mm,Smart Water Corporation Pty Ltd,Smart Water - 01000338,,1.4112,1.0300
R94/W/16PVA/FL,Solar Panel Anti-Freeze Valve Caleffi 15mm,All Valve Industries Pty. Ltd.,603040,,70.0000,60.0000
R95/W/16PVA/FL,Equal Tee - Piece 3/8",John Guest Pacific Ltd - RWC,CI0212W,3/8" Equal Tee - Piece,3.2200,3.2200
R95/W/16PVA/FL,Equal Tee - Piece 3/8",Reliance Worldwide Corporation Pty. Ltd.,CI0212W,,3.5900,3.2200
R96/N/TRF96/FL,Raw - Fountain Dish Stainless Steel,Beta Metal Spinning Co. Pty. Ltd.,304SSFT18R,,70.0000,55.5000
R97/N/21PFL/PT,Fountain Drain Polished + Cone,Beta Metal Spinning Co. Pty. Ltd.,304SSFD19P,Fountain Drain Polished + Cone,13.9858,12.0000
R98/N/18PDG/FL,Female Adaptor  5/16" x 1/2" bsp - Flat End,John Guest Pacific Ltd - RWC,JG-PI451014FS,,3.4200,3.4200
R98/N/18PDG/FL,Female Adaptor  5/16" x 1/2" bsp - Flat End,Reliance Worldwide Corporation Pty. Ltd.,PI451014FS,,3.5361,3.4200
R99/N/25PWPC/FL,S-Trap Polyvinyl Chloride 40mm WMKT1307-1,Tradelink Pty Ltd,11012,,7.7100,5.6100
RB12,12 - regulator bracket AB||10,Beta Metal Spinning Co. Pty. Ltd.,RB12,,10.8000,10.8000
RB18 Nymet,18 - regulator bracket for Nymet Regulator,Beta Metal Spinning Co. Pty. Ltd.,RB18,,8.0000,5.8000
Recycled Tap Strip/Chrome/Polish,Polish Re-Chroming Service Taps AB||38,Precision Plating (Aust) Pty. Ltd.,Recycled Tap Strip/Chrome/Polish,,8.0000,8.0000
Reliance- 01064-M16,M16 Tappered plug for dog bowl tap,Reliance Worldwide Corporation Pty. Ltd.,01064-M16,,0.0000,0.0100
Reliance- P325,"Hex Nipple ,Brass G352 15mm",aquabubbler,,,,0.0000
Reliance- P325,"Hex Nipple ,Brass G352 15mm",Reliance Worldwide Corporation Pty. Ltd.,3203,,0.0000,0.7800
Replacement Lids For Earlier Shipped Product,Warrantee Replacement Lids,aquabubbler,,,0.0000,0.0000
Restocking Fee,Restocking Fee for returned units,aquabubbler,,,0.0000,0.0000
RM010813,8mmx3/8 BSP connection to Pressure Regulator AB||26,aquabubbler,,,,0.0000
RM010813,8mmx3/8 BSP connection to Pressure Regulator AB||26,John Guest Pacific Ltd - RWC,RM10813,,2.6504,2.6500
Roto- 700mm - Body Red 50 & Pod Dark Blue,Roto- 700mm - Body Red 50 (Chilli Red) & Pod Dark Blue (Rich Blue),R & V Aqualine Industries,R&V-Body & Pod- 800 Orange 61,,122.7200,106.0000
Roto- 800mm - Body Dark Blue & Pod Light Blue 325,Roto- 800mm - Body Dark Blue (Rich Blue) & Pod Light Blue 325 (Pacific Blue),R & V Aqualine Industries,R&V-Body & Pod- 800 Orange 61,,122.7200,106.0000
Roto- 800mm - Body Dark Blue & Pod Orange 61,Roto- 800mm - Body Dark Blue (Rich Blue) & Pod Orange 61 (Tiger Orange),R & V Aqualine Industries,R&V-Body & Pod- 800 Orange 61,,122.7300,106.0000
Roto- 800mm - Body Dark Blue & Pod Red 50,Roto- 800mm - Body Dark Blue (Rich Blue) & Pod Red 50 (Chilli Red),R & V Aqualine Industries,R&V-Body & Pod- 800 Orange 61,,122.7200,106.0000
RVA-A1-BO-700 Stone,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A1-BO-800 Stone,Body Only,R & V Aqualine Industries,-,,112.3600,112.3500
RVA-A1-SP-Stone,Side Pod Only,R & V Aqualine Industries,-,,39.6000,39.6000
RVA-A1-WP-Stone,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,58.0000
RVA-A1-WP-Stone V2,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,61.0000
RVA-A2-BO-700 Dark Blue,Body Only,R & V Aqualine Industries,-,,116.4000,116.4000
RVA-A2-BO-800 Dark Blue,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A2-SP-Dark Blue 326,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6800
RVA-A2-WP-Dark Blue 326 V1,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,58.0000
RVA-A2-WP-Dark Blue 326 V2,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,61.2000
RVA-A3-BO-700 Red 50,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A3-BO-800 Red 50,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A3-SP-Red 50,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6000
RVA-A3-WP-Red 50,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,53.0000
RVA-A4-BO-700 Lime green 257,Body Only,R & V Aqualine Industries,-,,116.4000,106.0000
RVA-A4-BO-800 Lime Green 257,Body Only,R & V Aqualine Industries,-,,112.3650,112.3500
RVA-A4-SP-Lime green 257,Side Pod Only,R & V Aqualine Industries,,,41.0000,0.0000
RVA-A4-WP-Lime Green 257,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,59.2733
RVA-A5-BO-700 Yellow 18,Body Only,R & V Aqualine Industries,-,,116.4000,106.0000
RVA-A5-BO-800 Yellow 18,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A5-SP-Yellow 18,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6000
RVA-A5-WP-Yellow 18,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,59.2733
RVA-A6-BO-700 Orange 61,Body Only,R & V Aqualine Industries,-,,112.3500,112.3500
RVA-A6-BO-800 Orange 61,Body Only,R & V Aqualine Industries,-,,112.3600,112.3500
RVA-A6-SP-Orange 61,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6000
RVA-A6-WP-Orange 61,Wheel Chair Pod Only,R & V Aqualine Industries,-,,58.0000,59.2733
RVA-A7-BO-700 Light Blue 325,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A7-BO-800 Light Blue 325,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A7-SP-Light Blue 325,Side Pod Only,R & V Aqualine Industries,,,41.0000,0.0000
RVA-A7-WP-Light Blue 325,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,59.2733
RVA-A8-BO-700 Teal 338,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A8-BO-800 Teal 338,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A8-SP-Teal 338,Side Pod Only,R & V Aqualine Industries,,,41.0000,39.6000
RVA-A8-WP-Teal 338,Wheel Chair Pod Only,R & V Aqualine Industries,-,,58.0000,56.0000
RVA-A9-BO-700 Dark Green,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A9-BO-800 Dark Green,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-A9-SP-Dark Green,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6000
RVA-A9-WP-Dark Green,Wheel Chair Pod Only,R & V Aqualine Industries,-,,60.2857,56.0000
RVA-B1-BO-700 Mountain Blue,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-B1-BO-800 Mountain Blue,Body Only,R & V Aqualine Industries,-,,114.3800,112.3500
RVA-B1-SP-Mountain Blue,Side Pod Only,R & V Aqualine Industries,,,41.0000,39.6000
RVA-B1-WP-Mountain Blue,Wheel Chair Pod Only,R & V Aqualine Industries,-,,58.0000,56.0000
RVA-B2-BO-700 Purple,Body Only,R & V Aqualine Industries,-,,116.4000,122.7200
RVA-B2-BO-800 Purple,Body Only,R & V Aqualine Industries,-,,116.4000,122.7200
RVA-B2-SP-Purple,Side Pod Only,R & V Aqualine Industries,,,41.0000,0.0000
RVA-B2-WP-Deep Purple,Wheel Chair Pod Only,R & V Aqualine Industries,-,,61.2000,59.2733
RVA-B3-BO-700 White Tank,Body Only,R & V Aqualine Industries,-,,112.3600,112.3500
RVA-B3-BO-800 White Tank,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
RVA-B3-SP-White Tank,Side Pod Only,aquabubbler,,,40.0000,0.0000
RVA-B3-SP-White Tank,Side Pod Only,R & V Aqualine Industries,-,,41.0000,39.6000
RVA-B3-WP-White Tank,Wheel Chair Pod Only,R & V Aqualine Industries,-,,58.0000,56.0000
RVA-B4-BO-700 Beige,Body Only,R & V Aqualine Industries,-,,116.4000,112.3500
